,Date,AAL_Open,AAL_Close,AAL_Volume,ALGT_Open,ALGT_Close,ALGT_Volume,ALK_Open,ALK_Close,ALK_Volume,DAL_Open,DAL_Close,DAL_Volume,HA_Open,HA_Close,HA_Volume,LUV_Open,LUV_Close,LUV_Volume,BCS_Open,BCS_Close,BCS_Volume,CS_Open,CS_Close,CS_Volume,DB_Open,DB_Close,DB_Volume,GS_Open,GS_Close,GS_Volume,MS_Open,MS_Close,MS_Volume,WFC_Open,WFC_Close,WFC_Volume,BHC_Open,BHC_Close,BHC_Volume,JNJ_Open,JNJ_Close,JNJ_Volume,MRK_Open,MRK_Close,MRK_Volume,PFE_Open,PFE_Close,PFE_Volume,RHHBY_Open,RHHBY_Close,RHHBY_Volume,UNH_Open,UNH_Close,UNH_Volume,AAPL_Open,AAPL_Close,AAPL_Volume,AMZN_Open,AMZN_Close,AMZN_Volume,FB_Open,FB_Close,FB_Volume,GOOG_Open,GOOG_Close,GOOG_Volume,IBM_Open,IBM_Close,IBM_Volume,MSFT_Open,MSFT_Close,MSFT_Volume,SP500_Open,SP500_Close,SP500_Volume
10,2012-04-06,12.63,11.18,13603800,64.339996,62.259998,260200.0,16.985001,16.18,1725800.0,11.37,10.18,29678300.0,5.66,5.49,538200.0,8.85,8.6,13432900.0,9.953918,9.9447,4471500.0,18.837891,18.691406,1861900.0,33.110687,32.700382,3081300.0,92.760002,91.0,5332600.0,12.76,12.36,23735500.0,30.4,30.049999,37812600.0,47.009998,46.509998,1695600.0,62.040001,62.34,9200000.0,37.18,37.459999,10915800.0,21.540001,21.610001,27525500.0,19.51,19.43,1511000.0,54.77,54.91,5508000.0,20.053572,20.153214,556995600,207.399994,214.570007,4299600.0,27.200001,26.9,35230300.0,284.045319,288.214691,4883500.0,188.339996,188.539993,4624500.0,28.620001,28.549999,47926300.0,1278.290039,1278.180054,4011960000
11,2012-05-06,11.28,11.62,5680300,62.240002,62.419998,267000.0,16.219999,16.315001,1301000.0,10.35,10.58,11215400.0,5.47,5.6,489900.0,8.6,8.66,8786700.0,9.963134,10.101382,4486300.0,18.642578,18.720703,1654100.0,32.290077,32.709923,2559800.0,90.959999,92.209999,4682900.0,12.3,12.86,25264700.0,29.950001,30.52,24618000.0,46.630001,47.48,1790600.0,62.16,62.209999,9523400.0,37.400002,37.5,10560500.0,21.610001,21.6,30825800.0,19.485001,19.5,392200.0,54.84,56.040001,6112200.0,20.045357,20.101072,388214400,213.850006,213.210007,3543900.0,26.700001,25.870001,42473400.0,286.650574,284.139984,4697200.0,187.919998,189.199997,3556500.0,28.51,28.51,45715400.0,1277.819946,1285.5,3403230000
12,2012-06-06,11.82,11.78,5216300,62.540001,63.459999,137800.0,16.434999,16.735001,1215200.0,10.7,10.61,14791800.0,5.64,5.76,312600.0,8.75,8.8,10001800.0,10.341014,10.912442,6798000.0,19.013672,19.736328,2865900.0,32.900764,34.236641,3062700.0,93.040001,94.959999,6399600.0,13.16,13.94,39047100.0,30.77,30.969999,38718500.0,47.990002,48.279999,1449800.0,62.09,62.799999,11562500.0,37.75,37.900002,12613900.0,21.719999,21.91,34786900.0,19.674999,20.1,442600.0,56.610001,57.700001,6776600.0,20.2775,20.409286,401455600,214.630005,217.639999,2710100.0,26.07,26.809999,61489200.0,287.163635,289.200989,4207200.0,190.779999,193.990005,3641300.0,28.879999,29.35,46860500.0,1285.609985,1315.130005,4268360000
13,2012-07-06,11.82,11.28,8513300,64.290001,63.330002,155900.0,16.915001,16.9,1903800.0,10.68,10.28,15796300.0,5.85,5.95,749800.0,8.91,8.86,9542500.0,11.262672,11.069124,7455300.0,20.195313,20.058594,3050500.0,35.400764,34.188931,1990700.0,96.639999,94.0,6068400.0,14.22,13.41,42815800.0,31.450001,31.18,28903000.0,49.02,48.560001,1475900.0,63.18,62.799999,12959300.0,38.07,38.330002,53370900.0,21.959999,21.940001,27802800.0,20.190001,20.120001,444800.0,57.799999,57.450001,7249100.0,20.6175,20.418571,379766800,219.649994,218.800003,3503900.0,27.0,26.309999,26159500.0,292.702881,288.03537,3530100.0,195.279999,194.440002,3701100.0,29.639999,29.23,37792800.0,1316.150024,1314.98999,4258140000
14,2012-08-06,11.34,12.15,9863800,64.330002,65.699997,291400.0,17.145,17.365,1806400.0,10.06,10.38,20033400.0,5.93,5.92,471000.0,8.84,9.06,10019600.0,10.774194,10.995392,3291800.0,19.423828,19.814453,2080100.0,33.616413,34.341602,1273100.0,93.629997,94.540001,3366700.0,13.32,13.71,20410000.0,31.200001,31.43,33927700.0,48.209999,48.52,1027400.0,62.540001,62.98,11249500.0,38.48,38.459999,50924300.0,21.950001,22.139999,21098400.0,19.879999,20.059999,215000.0,56.84,58.0,6406900.0,20.414286,20.725714,347516400,218.610001,218.479996,2877000.0,26.549999,27.1,38034000.0,286.849823,289.141235,2831300.0,193.710007,195.139999,2479200.0,29.209999,29.65,42551100.0,1314.98999,1325.660034,3497190000
15,2012-11-06,12.22,11.36,7708500,66.470001,65.040001,128800.0,17.5,17.285,2258200.0,10.58,10.17,11489900.0,6.02,5.88,853900.0,9.11,8.98,7797300.0,11.235023,10.764977,5743400.0,20.097656,19.335938,1656800.0,35.057251,33.339695,2066800.0,96.010002,92.800003,4941700.0,14.07,13.37,23560500.0,31.65,30.99,26855900.0,48.630001,46.41,1609900.0,62.970001,62.119999,12226400.0,38.619999,38.470001,46814300.0,22.25,22.1,22684100.0,20.225,19.969999,333600.0,58.220001,57.459999,6236300.0,20.99,20.398928,591264800,217.490005,216.5,3749100.0,27.18,27.01,28219600.0,291.014221,283.188538,5342100.0,196.600006,192.509995,3273300.0,29.73,28.9,46361900.0,1325.719971,1308.930054,3537530000
16,2012-12-06,11.49,11.43,7488200,65.57,65.739998,149700.0,17.325001,17.360001,1366400.0,10.24,10.04,12803400.0,5.94,5.92,557600.0,9.09,8.99,9756700.0,10.83871,11.013824,2996600.0,19.208984,19.345703,3464400.0,33.578243,33.807251,1788900.0,92.910004,94.040001,3668500.0,13.52,13.93,26987100.0,31.120001,31.299999,32437000.0,46.610001,45.990002,4281300.0,62.16,63.080002,26655400.0,38.610001,38.849998,10467000.0,22.16,22.190001,24631800.0,20.205,20.469999,501200.0,57.470001,57.84,6023900.0,20.516428,20.577143,435380400,217.649994,216.419998,2833300.0,27.48,27.4,15816800.0,283.821167,281.494873,6472500.0,192.139999,194.550003,3023700.0,29.1,29.290001,35337900.0,1309.400024,1324.180054,3442920000
17,2012-06-13,11.58,11.97,12150700,65.910004,67.160004,200400.0,17.4,17.5,1441400.0,10.16,10.29,16726400.0,5.94,5.96,476900.0,8.98,9.19,9269500.0,10.737328,10.746544,4365100.0,19.130859,19.375,3018100.0,33.301525,33.435116,1491800.0,93.32,92.720001,4694700.0,13.78,13.65,23361000.0,31.26,31.58,30209200.0,45.869999,45.150002,2869100.0,64.239998,64.449997,98440200.0,38.400002,38.400002,11566500.0,22.17,22.190001,23740600.0,20.540001,20.59,721800.0,57.720001,58.009998,6373600.0,20.518572,20.434286,293580000,215.520004,214.729996,2325200.0,27.66,27.27,17102800.0,279.811188,279.497375,3923000.0,194.360001,193.100006,3247700.0,29.219999,29.129999,32984600.0,1324.02002,1314.880005,3506510000
18,2012-06-14,12.06,12.48,8775200,67.419998,66.5,178800.0,17.76,17.605,2099000.0,10.3,10.45,8616600.0,5.98,5.99,599300.0,9.2,9.2,11994600.0,10.857142,11.16129,6487100.0,17.724609,17.548828,8502100.0,32.948475,33.578243,2015000.0,92.940002,93.82,4461000.0,13.66,13.93,20306000.0,31.65,32.029999,31265500.0,45.330002,45.950001,1945200.0,64.349998,65.449997,34314900.0,38.52,38.790001,12909600.0,22.15,22.559999,30812200.0,20.610001,20.59,1769800.0,58.169998,59.25,6649800.0,20.401428,20.411785,345573200,215.259995,214.449997,3060900.0,27.65,28.290001,16855000.0,279.60199,278.481171,4707200.0,193.0,195.100006,3585000.0,29.33,29.34,39458900.0,1314.880005,1329.099976,3687720000
19,2012-06-15,12.39,12.03,7497600,66.5,65.300003,151700.0,17.67,17.290001,2013800.0,10.37,10.26,8161600.0,5.98,5.93,409600.0,9.25,8.93,16070700.0,11.51152,11.70507,5148400.0,17.939453,18.4375,4779700.0,33.988548,34.837788,2648900.0,93.68,95.660004,6186200.0,13.99,14.3,28808800.0,32.150002,32.450001,39130600.0,46.189999,44.93,2398200.0,65.900002,66.010002,25992800.0,39.02,38.939999,16053000.0,22.82,22.610001,39291300.0,20.605,20.6,643400.0,59.689999,58.900002,9021000.0,20.392857,20.504642,335255200,215.289993,218.350006,3785200.0,28.51,30.01,43563800.0,279.123779,281.200989,6024800.0,196.080002,199.100006,6389000.0,29.59,30.02,62314400.0,1329.189941,1342.839966,4401570000
20,2012-06-18,12.03,12.5,7784900,65.120003,67.0,110100.0,17.18,17.625,1876000.0,10.25,10.63,9463800.0,5.97,5.95,390200.0,8.92,9.03,8626700.0,11.29954,11.336406,4075800.0,18.095703,17.871094,4059500.0,33.912212,33.70229,2222300.0,95.239998,93.629997,4081400.0,14.1,13.82,28741200.0,32.330002,32.459999,20933700.0,44.950001,46.310001,1318600.0,65.82,66.300003,25750000.0,38.720001,38.849998,8254900.0,22.57,22.620001,23087200.0,20.5,20.424999,684600.0,58.790001,59.419998,9718000.0,20.391428,20.920713,440412000,217.279999,222.660004,3369600.0,29.959999,31.41,42978900.0,280.259521,284.359161,5012400.0,197.570007,198.289993,3378900.0,29.99,29.84,58679900.0,1342.420044,1344.780029,3259430000
21,2012-06-19,12.5,12.7,11647400,67.010002,68.699997,129600.0,17.719999,17.879999,1361400.0,10.6,10.91,8012700.0,6.06,6.21,1363300.0,9.06,9.23,6579900.0,11.474654,11.67742,2843400.0,18.310547,18.681641,3018200.0,33.912212,34.742367,1850900.0,94.300003,96.370003,5295200.0,14.03,14.26,30216300.0,32.709999,32.959999,30620000.0,46.650002,47.84,1608800.0,66.400002,66.720001,23615400.0,38.950001,39.23,11901100.0,22.719999,22.709999,22410000.0,20.924999,21.299999,1034200.0,59.580002,60.259998,8602400.0,20.835714,20.97893,361404400,223.259995,224.029999,2716600.0,31.540001,31.91,30849000.0,285.72403,289.679199,4167900.0,198.830002,198.929993,3297600.0,30.190001,30.700001,75725800.0,1344.829956,1357.97998,3815350000
22,2012-06-20,12.65,13.03,8589200,69.290001,70.449997,249100.0,17.905001,18.049999,1635200.0,10.84,11.21,13200100.0,6.22,6.34,977200.0,9.25,9.31,10700600.0,12.0,11.935484,4887900.0,18.808594,18.857422,2567000.0,34.914124,35.076336,2594300.0,97.010002,96.550003,4941300.0,14.32,14.2,28428000.0,33.02,32.810001,29557200.0,48.0,48.240002,1552400.0,66.779999,67.0,21254600.0,39.169998,39.209999,11392200.0,22.76,22.67,21824000.0,21.16,21.254999,351400.0,59.950001,59.599998,4344500.0,21.0075,20.919285,358943200,224.509995,223.020004,2444400.0,31.92,31.6,15553600.0,288.822418,287.676727,4710800.0,198.699997,198.779999,3378200.0,30.93,30.93,36257100.0,1358.040039,1355.689941,3695700000
23,2012-06-21,13.2,13.47,13129800,70.650002,69.669998,90700.0,18.125,17.99,2377400.0,11.21,11.23,17544300.0,6.33,6.27,995500.0,9.33,9.21,12219700.0,11.91705,11.474654,3100600.0,18.847656,18.134766,3101400.0,35.505726,33.883587,1609800.0,96.800003,93.900002,5577700.0,14.26,13.96,35058800.0,32.91,32.34,31928700.0,48.82,45.23,3836700.0,66.550003,66.389999,24545300.0,39.360001,39.450001,17334700.0,22.76,22.6,25415900.0,21.280001,21.004999,425200.0,59.830002,58.34,5320500.0,20.908571,20.631071,326351200,223.839996,220.570007,2843000.0,31.67,31.84,21875300.0,288.837372,281.549683,4037600.0,199.070007,193.389999,4316600.0,30.959999,30.139999,48456600.0,1355.430054,1325.51001,4094470000
24,2012-06-22,13.26,13.17,14666900,70.260002,70.110001,194000.0,18.18,18.065001,6309600.0,11.18,11.04,8435000.0,6.31,6.31,1388500.0,9.29,9.21,11023400.0,11.788018,11.62212,2370200.0,18.623047,18.359375,3002500.0,34.95229,34.332062,1720800.0,95.32,93.629997,6720200.0,14.36,14.14,44276800.0,32.669998,32.810001,34799300.0,45.57,46.599998,1788700.0,66.660004,66.629997,18965700.0,39.599998,40.18,24147900.0,22.66,22.73,25713200.0,21.165001,21.184999,240600.0,58.5,59.07,7494300.0,20.68,20.789286,284471600,221.830002,222.160004,2187500.0,32.41,33.049999,74834000.0,282.939484,284.672974,4472400.0,193.869995,193.699997,8823000.0,30.299999,30.700001,45098100.0,1325.920044,1335.02002,5271490000
25,2012-06-25,13.0,12.65,5882000,69.739998,69.0,110200.0,17.93,17.639999,1250000.0,11.0,10.52,12840500.0,6.32,6.34,497200.0,9.1,8.76,11120400.0,11.29954,11.124424,3153400.0,17.763672,17.666016,1406400.0,32.824429,32.662212,2193100.0,92.360001,91.220001,4211300.0,13.81,13.48,31764200.0,32.459999,32.220001,20175000.0,45.900002,46.02,981200.0,66.260002,66.5,13734500.0,39.91,39.790001,15348000.0,22.049999,22.469999,27249800.0,20.85,20.799999,272400.0,58.59,57.689999,6884400.0,20.617857,20.384644,304382400,220.300003,220.070007,2382300.0,32.860001,32.060001,24352900.0,282.605713,279.303101,3174900.0,192.479996,192.860001,3211600.0,30.299999,29.870001,42217200.0,1334.900024,1313.719971,3501820000
26,2012-06-26,12.83,12.88,8187700,69.230003,70.43,132900.0,17.639999,17.855,1298000.0,10.47,11.14,21807000.0,6.37,6.32,659700.0,8.8,8.87,12379100.0,11.18894,11.21659,2763700.0,17.490234,17.421875,2003000.0,32.910305,32.938931,2078400.0,91.489998,91.029999,4248000.0,13.3,13.51,26104300.0,32.299999,32.330002,19167400.0,46.18,45.939999,1783000.0,66.559998,66.419998,11100000.0,39.82,40.060001,11439100.0,22.530001,22.440001,23660900.0,21.004999,21.200001,303600.0,57.66,58.799999,7458200.0,20.404642,20.429644,276536400,221.449997,225.610001,3754100.0,32.689999,33.099998,24858700.0,280.329254,281.285675,2710500.0,193.539993,191.949997,3435900.0,30.0,30.02,38421300.0,1314.089966,1319.98999,3412940000
27,2012-06-27,12.79,13.31,7264900,70.919998,69.290001,138700.0,17.955,18.120001,1525400.0,11.1,11.07,12157400.0,6.45,6.48,759000.0,8.94,9.14,10516800.0,11.152074,11.364056,3381100.0,17.167969,17.421875,2694500.0,33.082062,33.70229,1361100.0,91.190002,93.269997,3576100.0,13.58,13.91,18167500.0,32.59,32.73,17072700.0,45.889999,45.189999,1299500.0,66.419998,66.839996,17594200.0,40.080002,40.529999,13127500.0,22.440001,22.610001,20807100.0,21.155001,21.184999,486000.0,59.5,59.290001,7088700.0,20.535715,20.517857,202997200,225.009995,225.619995,2799200.0,32.459999,32.23,28568000.0,282.790039,283.587036,3397200.0,192.139999,193.0,2762700.0,30.190001,30.17,33781700.0,1320.709961,1331.849976,3286910000
28,2012-06-28,13.13,13.4,9192300,68.760002,68.940002,106100.0,18.0,18.0,1388200.0,11.1,11.16,9647500.0,6.45,6.57,825300.0,9.14,9.21,7326100.0,9.815668,9.990784,23941900.0,16.826172,17.021484,2940100.0,32.0229,32.328243,3290100.0,92.089996,93.489998,4413500.0,13.63,13.87,21586000.0,32.41,32.48,29698300.0,45.0,43.73,3811700.0,66.709999,66.940002,12110900.0,40.41,40.68,12562500.0,22.629999,22.530001,23016600.0,21.035,21.135,329000.0,58.869999,59.599998,25319900.0,20.416786,20.323214,282836400,223.919998,221.309998,2994800.0,31.959999,31.360001,17713300.0,281.893402,281.101349,3856100.0,191.229996,191.399994,3967300.0,29.98,29.91,45328400.0,1331.52002,1329.040039,3969370000
29,2012-06-29,13.51,13.33,9455200,69.949997,69.68,95600.0,18.235001,17.950001,1690800.0,11.21,10.95,11398200.0,6.63,6.51,688800.0,9.34,9.22,13235000.0,9.806452,9.493088,15354900.0,17.958984,17.900391,2799800.0,34.236641,34.513359,2315300.0,96.010002,95.860001,6245300.0,14.46,14.59,32233000.0,33.16,33.439999,30171700.0,44.939999,44.790001,2651000.0,67.300003,67.559998,18286000.0,40.889999,41.75,23675500.0,22.83,23.0,32583200.0,21.58,21.610001,640600.0,60.34,58.5,11121700.0,20.642857,20.857143,421500800,224.699997,228.350006,3614400.0,31.92,31.1,19526900.0,286.406464,288.951935,5057800.0,194.550003,195.580002,5259600.0,30.450001,30.59,55227200.0,1330.119995,1362.160034,4590480000
30,2012-02-07,13.43,13.55,10702300,70.0,71.879997,197300.0,18.059999,18.215,1593400.0,11.11,11.12,7967100.0,6.56,6.72,681900.0,9.3,9.31,11771700.0,9.778802,9.926268,6351000.0,17.939453,18.017578,2374600.0,34.847328,35.190838,1303100.0,96.559998,97.129997,3515900.0,14.61,14.94,25580200.0,33.669998,33.549999,19654600.0,45.080002,44.959999,1252200.0,67.419998,68.0,12552700.0,41.25,41.849998,14334100.0,22.85,23.0,23181800.0,21.610001,21.655001,861600.0,58.889999,56.259998,12997500.0,20.883215,21.161428,400092000,229.300003,229.320007,2330700.0,31.25,30.77,14122000.0,289.823669,289.151184,3323300.0,196.360001,195.830002,2827000.0,30.620001,30.559999,30589100.0,1362.329956,1365.51001,3301650000
31,2012-03-07,13.49,13.21,8305000,72.089996,69.949997,71900.0,18.25,18.375,1257600.0,11.05,10.76,6082600.0,6.72,6.63,395700.0,9.27,9.28,5000400.0,10.0,9.714286,14453600.0,18.007813,18.164063,884700.0,35.200382,35.505726,1186700.0,97.129997,98.599998,2251100.0,14.8,15.11,16563300.0,33.529999,33.48,13531500.0,45.23,46.990002,1342700.0,67.959999,68.040001,8902400.0,41.73,41.810001,7550500.0,22.940001,22.870001,15620200.0,21.66,21.719999,2327000.0,56.389999,54.880001,8460200.0,21.245714,21.407499,241712800,229.139999,229.529999,1331700.0,30.91,31.200001,8763600.0,288.922058,292.817444,2387800.0,195.460007,195.929993,1450400.0,30.23,30.76,20938100.0,1365.75,1374.02002,2116390000
32,2012-05-07,13.25,13.47,8573800,69.5,68.760002,139900.0,18.395,18.809999,2833000.0,10.71,10.63,8504000.0,6.61,6.69,584100.0,9.24,9.15,7096300.0,9.502304,9.631336,8825900.0,17.939453,17.792969,2593900.0,34.13168,33.816795,1460700.0,98.209999,95.919998,3736900.0,14.95,14.51,22538100.0,33.259998,33.130001,21927700.0,47.369999,46.830002,1241900.0,67.919998,67.779999,11857800.0,41.669998,41.630001,9251400.0,22.809999,22.67,24559000.0,21.49,21.415001,183200.0,54.880001,55.810001,6937800.0,21.448572,21.783571,484383200,228.619995,227.059998,2682300.0,31.32,31.469999,10032100.0,293.280701,296.847351,4709200.0,194.880005,195.289993,2690200.0,30.59,30.700001,28801900.0,1373.719971,1367.579956,3041520000
